id,name,created_at,updated_at
9d1ee465-40de-442c-8c07-b2d24e17f622,Bird Genes,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-4719-4076-a401-d0a73499ec2c,Black Army Collection,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-5658-4f6c-9b9d-0c23cedfe570,Black Bear Cannabis Company,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-5948-4680-bb05-50d1d0166519,Black Cat Seeds,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-6143-42e7-bae9-4fc72ad37182,Black Farm Genetix,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-9084-4148-ab9a-e10ca6bd5c87,Black Flag Genetics,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-936b-4037-8909-fdc7f27b765f,Black Hand Seeds,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-993c-4920-bb77-09677ab3b71e,Black Label,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-ab7f-4f3b-97e0-3add7ee47239,Black Leaf,2024-09-28T23:47:44,2024-09-28T23:47:44
9d1ee465-c61c-43f8-bb4e-a80a37435849,Black Sheep Genetics,2024-09-28T23:47:44,2024-09-28T23:47:44
